Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
classic-cotton-t-shirt,,,,,,,Size,XL,Color,Navy,Fit,Slim,CLASSICCO-XL-NAV-S,shopify,25,deny,manual,24.99,32.00,TRUE,TRUE,,,,
classic-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/tshirt?lock=101,2,Classic Cotton T-Shirt alternate view,
pima-crew-neck-tee,Pima Crew Neck Tee,"<p>Premium Pima cotton tee with a smooth, durable finish.</p><ul><li><strong>Material:</strong> 100% Pima cotton</li><li><strong>Care:</strong> Machine wash cold, lay flat to dry.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,T-Shirt,"T-Shirt, Heather Grey, Olive, demo, Acme Threads",TRUE,Size,S,Color,Heather Grey,,,PIMACREW-S-HEA,shopify,25,deny,manual,29.99,38.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/tshirt,clothing?lock=2",1,Pima Crew Neck Tee - T-Shirt,active
pima-crew-neck-tee,,,,,,,Size,M,Color,Heather Grey,,,PIMACREW-M-HEA,shopify,25,deny,manual,29.99,38.00,TRUE,TRUE,,,,
pima-crew-neck-tee,,,,,,,Size,L,Color,Heather Grey,,,PIMACREW-L-HEA,shopify,25,deny,manual,29.99,38.00,TRUE,TRUE,,,,
pima-crew-neck-tee,,,,,,,Size,XL,Color,Heather Grey,,,PIMACREW-XL-HEA,shopify,25,deny,manual,29.99,38.00,TRUE,TRUE,,,,
pima-crew-neck-tee,,,,,,,Size,S,Color,Olive,,,PIMACREW-S-OLI,shopify,25,deny,manual,29.99,38.00,TRUE,TRUE,,,,
pima-crew-neck-tee,,,,,,,Size,M,Color,Olive,,,PIMACREW-M-OLI,shopify,25,deny,manual,29.99,38.00,TRUE,TRUE,,,,
pima-crew-neck-tee,,,,,,,Size,L,Color,Olive,,,PIMACREW-L-OLI,shopify,25,deny,manual,29.99,38.00,TRUE,TRUE,,,,
pima-crew-neck-tee,,,,,,,Size,XL,Color,Olive,,,PIMACREW-XL-OLI,shopify,25,deny,manual,29.99,38.00,TRUE,TRUE,,,,
pima-crew-neck-tee,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/tshirt?lock=102,2,Pima Crew Neck Tee alternate view,
ribbed-tank-top,Ribbed Tank Top,"<p>A fitted ribbed tank that layers easily.</p><ul><li><strong>Material:</strong> 95% cotton, 5% elastane</li><li><strong>Care:</strong> Machine wash cold.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Tank Top,"Tank Top, White, Black, Beige, demo, Acme Threads",TRUE,Size,S,Color,White,,,RIBBEDTAN-S-WHI,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/tanktop,clothing?lock=3",1,Ribbed Tank Top - Tank Top,active
ribbed-tank-top,,,,,,,Size,M,Color,White,,,RIBBEDTAN-M-WHI,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,L,Color,White,,,RIBBEDTAN-L-WHI,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,XL,Color,White,,,RIBBEDTAN-XL-WHI,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,S,Color,Black,,,RIBBEDTAN-S-BLA,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,M,Color,Black,,,RIBBEDTAN-M-BLA,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,L,Color,Black,,,RIBBEDTAN-L-BLA,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,XL,Color,Black,,,RIBBEDTAN-XL-BLA,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,S,Color,Beige,,,RIBBEDTAN-S-BEI,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,M,Color,Beige,,,RIBBEDTAN-M-BEI,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,L,Color,Beige,,,RIBBEDTAN-L-BEI,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,Size,XL,Color,Beige,,,RIBBEDTAN-XL-BEI,shopify,25,deny,manual,19.99,26.00,TRUE,TRUE,,,,
ribbed-tank-top,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/tanktop?lock=103,2,Ribbed Tank Top alternate view,
linen-button-down-shirt,Linen Button-Down Shirt,"<p>Breezy linen shirt for warm days and smart-casual looks.</p><ul><li><strong>Material:</strong> 100% linen</li><li><strong>Care:</strong> Machine wash cold, iron warm.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Shirt,"Shirt, White, Sky Blue, demo, Acme Threads",TRUE,Size,S,Color,White,Fit,Regular,LINENBUTT-S-WHI-R,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/linen-shirt,clothing?lock=4",1,Linen Button-Down Shirt - Shirt,active
linen-button-down-shirt,,,,,,,Size,S,Color,White,Fit,Slim,LINENBUTT-S-WHI-S,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,M,Color,White,Fit,Regular,LINENBUTT-M-WHI-R,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,M,Color,White,Fit,Slim,LINENBUTT-M-WHI-S,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,L,Color,White,Fit,Regular,LINENBUTT-L-WHI-R,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,L,Color,White,Fit,Slim,LINENBUTT-L-WHI-S,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,XL,Color,White,Fit,Regular,LINENBUTT-XL-WHI-R,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,XL,Color,White,Fit,Slim,LINENBUTT-XL-WHI-S,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,S,Color,Sky Blue,Fit,Regular,LINENBUTT-S-SKY-R,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,S,Color,Sky Blue,Fit,Slim,LINENBUTT-S-SKY-S,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,M,Color,Sky Blue,Fit,Regular,LINENBUTT-M-SKY-R,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,M,Color,Sky Blue,Fit,Slim,LINENBUTT-M-SKY-S,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,L,Color,Sky Blue,Fit,Regular,LINENBUTT-L-SKY-R,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,L,Color,Sky Blue,Fit,Slim,LINENBUTT-L-SKY-S,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,XL,Color,Sky Blue,Fit,Regular,LINENBUTT-XL-SKY-R,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,Size,XL,Color,Sky Blue,Fit,Slim,LINENBUTT-XL-SKY-S,shopify,25,deny,manual,49.99,65.00,TRUE,TRUE,,,,
linen-button-down-shirt,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/linen-shirt?lock=104,2,Linen Button-Down Shirt alternate view,
oxford-dress-shirt,Oxford Dress Shirt,"<p>A crisp oxford shirt that works from office to evening.</p><ul><li><strong>Material:</strong> 100% cotton oxford</li><li><strong>Care:</strong> Machine wash warm, iron as needed.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Shirt,"Shirt, White, Light Blue, demo, Acme Threads",TRUE,Size,S,Color,White,Fit,Regular,OXFORDDRE-S-WHI-R,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/dress-shirt,clothing?lock=5",1,Oxford Dress Shirt - Shirt,active
oxford-dress-shirt,,,,,,,Size,S,Color,White,Fit,Slim,OXFORDDRE-S-WHI-S,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,M,Color,White,Fit,Regular,OXFORDDRE-M-WHI-R,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,M,Color,White,Fit,Slim,OXFORDDRE-M-WHI-S,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,L,Color,White,Fit,Regular,OXFORDDRE-L-WHI-R,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,L,Color,White,Fit,Slim,OXFORDDRE-L-WHI-S,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,XL,Color,White,Fit,Regular,OXFORDDRE-XL-WHI-R,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,XL,Color,White,Fit,Slim,OXFORDDRE-XL-WHI-S,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,S,Color,Light Blue,Fit,Regular,OXFORDDRE-S-LIG-R,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,S,Color,Light Blue,Fit,Slim,OXFORDDRE-S-LIG-S,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,M,Color,Light Blue,Fit,Regular,OXFORDDRE-M-LIG-R,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,M,Color,Light Blue,Fit,Slim,OXFORDDRE-M-LIG-S,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,L,Color,Light Blue,Fit,Regular,OXFORDDRE-L-LIG-R,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,L,Color,Light Blue,Fit,Slim,OXFORDDRE-L-LIG-S,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,XL,Color,Light Blue,Fit,Regular,OXFORDDRE-XL-LIG-R,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,Size,XL,Color,Light Blue,Fit,Slim,OXFORDDRE-XL-LIG-S,shopify,25,deny,manual,54.99,70.00,TRUE,TRUE,,,,
oxford-dress-shirt,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/dress-shirt?lock=105,2,Oxford Dress Shirt alternate view,
pique-polo-shirt,Pique Polo Shirt,<p>Classic pique polo with a ribbed collar.</p><ul><li><strong>Material:</strong> 100% cotton pique</li><li><strong>Care:</strong> Machine wash cold.</li><li><strong>Fit:</strong> True to size</li></ul>,Acme Threads,Polo,"Polo, Navy, White, Forest Green, demo, Acme Threads",TRUE,Size,S,Color,Navy,Fit,Regular,PIQUEPOLO-S-NAV-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/polo-shirt,clothing?lock=6",1,Pique Polo Shirt - Polo,active
pique-polo-shirt,,,,,,,Size,S,Color,Navy,Fit,Slim,PIQUEPOLO-S-NAV-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,M,Color,Navy,Fit,Regular,PIQUEPOLO-M-NAV-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,M,Color,Navy,Fit,Slim,PIQUEPOLO-M-NAV-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,L,Color,Navy,Fit,Regular,PIQUEPOLO-L-NAV-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,L,Color,Navy,Fit,Slim,PIQUEPOLO-L-NAV-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,XL,Color,Navy,Fit,Regular,PIQUEPOLO-XL-NAV-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,XL,Color,Navy,Fit,Slim,PIQUEPOLO-XL-NAV-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,S,Color,White,Fit,Regular,PIQUEPOLO-S-WHI-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,S,Color,White,Fit,Slim,PIQUEPOLO-S-WHI-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,M,Color,White,Fit,Regular,PIQUEPOLO-M-WHI-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,M,Color,White,Fit,Slim,PIQUEPOLO-M-WHI-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,L,Color,White,Fit,Regular,PIQUEPOLO-L-WHI-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,L,Color,White,Fit,Slim,PIQUEPOLO-L-WHI-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,XL,Color,White,Fit,Regular,PIQUEPOLO-XL-WHI-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,XL,Color,White,Fit,Slim,PIQUEPOLO-XL-WHI-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,S,Color,Forest Green,Fit,Regular,PIQUEPOLO-S-FOR-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,S,Color,Forest Green,Fit,Slim,PIQUEPOLO-S-FOR-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,M,Color,Forest Green,Fit,Regular,PIQUEPOLO-M-FOR-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,M,Color,Forest Green,Fit,Slim,PIQUEPOLO-M-FOR-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,L,Color,Forest Green,Fit,Regular,PIQUEPOLO-L-FOR-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,L,Color,Forest Green,Fit,Slim,PIQUEPOLO-L-FOR-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,XL,Color,Forest Green,Fit,Regular,PIQUEPOLO-XL-FOR-R,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,Size,XL,Color,Forest Green,Fit,Slim,PIQUEPOLO-XL-FOR-S,shopify,25,deny,manual,39.99,49.00,TRUE,TRUE,,,,
pique-polo-shirt,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/polo-shirt?lock=106,2,Pique Polo Shirt alternate view,
slim-fit-jeans,Slim Fit Jeans,"<p>Stretch denim jeans with a modern slim leg.</p><ul><li><strong>Material:</strong> 98% cotton, 2% elastane</li><li><strong>Care:</strong> Machine wash cold inside out.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Jeans,"Jeans, Indigo, Black, demo, Acme Threads",TRUE,Size,S,Color,Indigo,Fit,Regular,SLIMFITJ-S-IND-R,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/jeans,clothing?lock=7",1,Slim Fit Jeans - Jeans,active
slim-fit-jeans,,,,,,,Size,S,Color,Indigo,Fit,Slim,SLIMFITJ-S-IND-S,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,M,Color,Indigo,Fit,Regular,SLIMFITJ-M-IND-R,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,M,Color,Indigo,Fit,Slim,SLIMFITJ-M-IND-S,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,L,Color,Indigo,Fit,Regular,SLIMFITJ-L-IND-R,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,L,Color,Indigo,Fit,Slim,SLIMFITJ-L-IND-S,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,XL,Color,Indigo,Fit,Regular,SLIMFITJ-XL-IND-R,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,XL,Color,Indigo,Fit,Slim,SLIMFITJ-XL-IND-S,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,S,Color,Black,Fit,Regular,SLIMFITJ-S-BLA-R,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,S,Color,Black,Fit,Slim,SLIMFITJ-S-BLA-S,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,M,Color,Black,Fit,Regular,SLIMFITJ-M-BLA-R,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,M,Color,Black,Fit,Slim,SLIMFITJ-M-BLA-S,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,L,Color,Black,Fit,Regular,SLIMFITJ-L-BLA-R,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,L,Color,Black,Fit,Slim,SLIMFITJ-L-BLA-S,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,XL,Color,Black,Fit,Regular,SLIMFITJ-XL-BLA-R,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,Size,XL,Color,Black,Fit,Slim,SLIMFITJ-XL-BLA-S,shopify,25,deny,manual,69.99,89.00,TRUE,TRUE,,,,
slim-fit-jeans,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/jeans?lock=107,2,Slim Fit Jeans alternate view,
relaxed-denim-jeans,Relaxed Denim Jeans,"<p>Easy, relaxed-fit jeans in classic denim.</p><ul><li><strong>Material:</strong> 100% cotton denim</li><li><strong>Care:</strong> Machine wash cold.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Jeans,"Jeans, Mid Wash, Dark Wash, demo, Acme Threads",TRUE,Size,S,Color,Mid Wash,Fit,Regular,RELAXEDDE-S-MID-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/denim-jeans,clothing?lock=8",1,Relaxed Denim Jeans - Jeans,active
relaxed-denim-jeans,,,,,,,Size,S,Color,Mid Wash,Fit,Relaxed,RELAXEDDE-S-MID-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,M,Color,Mid Wash,Fit,Regular,RELAXEDDE-M-MID-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,M,Color,Mid Wash,Fit,Relaxed,RELAXEDDE-M-MID-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,L,Color,Mid Wash,Fit,Regular,RELAXEDDE-L-MID-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,L,Color,Mid Wash,Fit,Relaxed,RELAXEDDE-L-MID-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,XL,Color,Mid Wash,Fit,Regular,RELAXEDDE-XL-MID-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,XL,Color,Mid Wash,Fit,Relaxed,RELAXEDDE-XL-MID-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,S,Color,Dark Wash,Fit,Regular,RELAXEDDE-S-DAR-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,S,Color,Dark Wash,Fit,Relaxed,RELAXEDDE-S-DAR-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,M,Color,Dark Wash,Fit,Regular,RELAXEDDE-M-DAR-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,M,Color,Dark Wash,Fit,Relaxed,RELAXEDDE-M-DAR-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,L,Color,Dark Wash,Fit,Regular,RELAXEDDE-L-DAR-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,L,Color,Dark Wash,Fit,Relaxed,RELAXEDDE-L-DAR-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,Size,XL,Color,Dark Wash,Fit,Regular,RELAXEDDE-XL-DAR-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
